1,0.0,3.0,0.0,20.0,1.0
1,0.0,0.0,0.0,0.0,4.0
1,0.0,0.0,0.0,0.0,0.0
1,7.0,6.0,0.0,46.0,0.0
1,30.0,4.0,0.0,31.0,3.0
1,2.0,1.0,0.0,0.0,0.0
1,0.0,0.0,0.0,11.0,0.0
1,6.0,0.0,0.0,20.0,0.0
1,6.0,1.0,0.0,17.0,1.0
1,0.0,1.0,0.0,11.0,0.0
1,0.0,2.0,0.0,10.0,0.0
1,0.0,3.0,0.0,9.0,0.0
1,22.0,0.0,0.0,5.0,0.0
1,18.0,1.0,0.0,3.0,0.0
1,7.0,0.0,0.0,7.0,0.0
1,4.0,0.0,0.0,5.0,0.0
1,0.0,0.0,0.0,14.0,0.0
1,6.0,0.0,0.0,21.0,1.0
1,7.0,0.0,0.0,2.0,0.0
1,55.0,1.0,0.0,7.0,0.0
1,5.0,0.0,0.0,4.0,0.0
1,0.0,0.0,0.0,32.0,0.0
1,8.0,0.0,0.0,30.0,0.0
1,4.0,0.0,0.0,33.0,1.0
1,0.0,3.0,0.0,34.0,6.0
1,0.0,1.0,0.0,23.0,2.0
1,0.0,1.0,0.0,33.0,1.0
1,17.0,1.0,0.0,15.0,0.0
1,0.0,0.0,0.0,10.0,0.0
2,103.0,74.0,0.0,9.0,80.0
2,124.0,166.0,0.0,59.0,87.0
2,66.0,60.0,0.1,7.0,2.0
2,2031.0,149.0,1.0,3.0,20.0
2,29.0,204.0,0.0,17.0,264.0
2,14.0,44.0,1.0,7.0,124.0
2,1270.0,3450.0,8.0,1390.0,520.0
2,12.0,18.0,0.1,4.0,4.0
2,48.0,610.0,0.1,10.0,29.0
2,480.0,1075.0,1.0,1132.0,298.0
2,191.0,47.0,0.1,15.0,43.0
2,10.0,24.0,0.1,24.0,372.0
2,59.0,93.0,1.0,6.0,89.0
2,80.0,619.0,0.0,2480.0,326.0
2,754.0,2647.0,6.0,2590.0,1127.0
2,5170.0,1674.0,0.0,380.0,195.0
2,300.0,700.0,36.0,1700.0,280.0
2,796.0,999.0,31.0,1599.0,234.0
2,358.0,784.0,130.0,1165.0,269.0
2,36.0,245.0,0.1,332.0,144.0
2,86.0,187.0,0.1,363.0,136.0
2,769.0,999.0,31.0,1599.0,234.0
2,295.0,1466.0,32.0,1295.0,331.0
2,507.0,1053.0,17.0,1440.0,297.0
2,290.0,1260.0,8.0,820.0,231.0
2,400.0,940.0,24.0,820.0,210.0
2,107.0,143.0,2.0,222.0,34.0
2,290.0,966.0,57.0,1810.0,299.0
3,2587.0,7.88,0.0,1.4,4.7
3,240.0,20.0,96.0,28.0,5.0
3,160.0,10.0,1.0,1.0,3.0
3,56.0,61.0,31.0,32.0,75.0
3,78.0,20.0,28.0,13.0,11.0
3,305.0,100.0,541.0,161.0,33.0
3,1230.0,163.0,692.0,233.0,27.0
3,645.0,86.0,317.0,110.0,13.0
3,95.0,10.0,39.0,11.0,0.0
3,1330.0,10.0,182.0,66.0,20.0
3,595.0,80.0,244.0,89.0,9.0
3,385.0,60.0,159.0,53.0,8.0
3,4230.0,690.0,1180.0,196.0,5.0
3,120.0,25.0,40.0,8.0,1.0
3,2177.0,1049.0,705.0,440.0,207.0
3,1790.0,580.0,619.0,336.0,321.0
3,206.0,42.0,221.0,82.0,16.0
3,127.0,24.0,81.0,32.0,0.0001
3,154.0,11.0,3.0,8.0,14.0
3,193.0,48.0,66.0,154.0,22.0
3,217.0,286.0,884.0,458.0,14.0
3,441.0,207.0,261.0,224.0,43.0
3,127.0,24.0,81.0,32.0,0.0
3,176.0,205.9,68.7,75.7,47.7
3,545.0,130.0,239.0,153.0,16.0
3,755.0,229.0,460.0,404.0,32.0
3,1570.0,1110.0,1830.0,1780.0,175.0
3,1820.0,405.0,634.0,365.0,35.0
3,440.0,89.0,757.0,304.0,19.0
3,260.0,215.0,277.0,334.0,35.0
3,75.0,15.0,26.0,14.0,7.0
3,60.0,5.0,21.0,21.0,2.0
3,1500.0,395.0,323.0,395.0,28.0
3,3700.0,1690.0,3270.0,2810.0,128.0
3,2770.0,660.0,763.0,712.0,54.0
3,1170.0,255.0,325.0,312.0,18.0
3,120.0,31.0,94.0,66.0,1.0
3,5100.0,1430.0,1010.0,1140.0,1.0
3,535.0,160.0,680.0,305.0,16.0
3,530.0,345.0,250.0,266.0,85.0
3,90.0,28.0,32.0,31.0,8.0
3,220.0,77.0,240.0,170.0,22.0
3,590.0,1500.0,2300.0,1200.0,68.0
